POSTING DATE,EFFECTIVE DATE,CREATE DATE,Customer/Vendor Code,Customer/Vendor Name,LOB,Region,BP TYPE,City,STATE,From WhsCode,From WhsName,To whsCode,TO WhsName,Model TYPE,Transfer Type,U_Frt,U_ActShipType,PRODUCT CATEGORY,ItemCode,QUANTITY,UNIT,RATE,SO ID,SO Creation Date,SO Due Date,U_DocStatus,NumAtCard,U_SOTYPE,BP CATEGORY,Document Type,Vehicle Type,Direct Dispatch,Comments,U_GRNNO,Loading/Unloading,Detention,KITITEM,U_AssetClass
05-01-2022,05-01-2022,05-01-2022,10002425,Cart Services Pvt. Ltd. _ Guwahati _Palasbhari,FMCG,East,RENTAL,Guwahati,Assam,WB04,Pallet Company India Kolkata,10002425,Cart Services Pvt. Ltd. - Guwahati (Palasbhari),Allot,Pallet CompanyOUT,10,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,463,Nos,1950,2021/6793,09-12-2021,11-12-2021,C,,Rent,Ecommerce,Allot,32ft MXL,N,,,0,0,,Wooden Pallet
05-01-2022,05-01-2022,05-01-2022,10002425,Cart Services Pvt. Ltd. _ Guwahati _Palasbhari,FMCG,East,RENTAL,Guwahati,Assam,WB04,Pallet Company India Kolkata,10002425,Cart Services Pvt. Ltd. - Guwahati (Palasbhari),Allot,Pallet CompanyOUT,10,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,474,Nos,1950,2021/6793,09-12-2021,11-12-2021,C,,Rent,Ecommerce,Allot,32ft MXL,N,,,0,0,,Wooden Pallet
07-01-2022,07-01-2022,07-01-2022,10002425,Cart Services Pvt. Ltd. _ Guwahati _Palasbhari,FMCG,East,RENTAL,Guwahati,Assam,WB04,Pallet Company India Kolkata,10002425,Cart Services Pvt. Ltd. - Guwahati (Palasbhari),Allot,Pallet CompanyOUT,10,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,427,Nos,1950,2021/6793,09-12-2021,11-12-2021,C,,Rent,Ecommerce,Allot,32ft SXL,N,,,0,0,,Wooden Pallet
08-01-2022,08-01-2022,08-01-2022,10002425,Cart Services Pvt. Ltd. _ Guwahati _Palasbhari,FMCG,East,RENTAL,Guwahati,Assam,WB04,Pallet Company India Kolkata,10002425,Cart Services Pvt. Ltd. - Guwahati (Palasbhari),Allot,Pallet CompanyOUT,10,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,500,Nos,1950,2021/6793,09-12-2021,11-12-2021,C,,Rent,Ecommerce,Allot,32ft SXL,N,,,0,0,,Wooden Pallet
10-01-2022,10-01-2022,10-01-2022,10002425,Cart Services Pvt. Ltd. _ Guwahati _Palasbhari,FMCG,East,RENTAL,Guwahati,Assam,WB04,Pallet Company India Kolkata,10002425,Cart Services Pvt. Ltd. - Guwahati (Palasbhari),Allot,Pallet CompanyOUT,10,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,500,Nos,1950,2021/6793,09-12-2021,11-12-2021,C,,Rent,Ecommerce,Allot,32ft MXL,N,,,0,0,,Wooden Pallet
10-01-2022,10-01-2022,10-01-2022,10002425,Cart Services Pvt. Ltd. _ Guwahati _Palasbhari,FMCG,East,RENTAL,Guwahati,Assam,WB04,Pallet Company India Kolkata,10002425,Cart Services Pvt. Ltd. - Guwahati (Palasbhari),Allot,Pallet CompanyOUT,10,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,488,Nos,1950,2021/6793,09-12-2021,11-12-2021,C,,Rent,Ecommerce,Allot,32ft MXL,N,,,0,0,,Wooden Pallet
12-01-2022,12-01-2022,12-01-2022,10002425,Cart Services Pvt. Ltd. _ Guwahati _Palasbhari,FMCG,East,RENTAL,Guwahati,Assam,WB04,Pallet Company India Kolkata,10002425,Cart Services Pvt. Ltd. - Guwahati (Palasbhari),Allot,Pallet CompanyOUT,10,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,500,Nos,1950,2021/6793,09-12-2021,11-12-2021,C,,Rent,Ecommerce,Allot,32ft MXL,N,,,0,0,,Wooden Pallet
15-01-2022,15-01-2022,15-01-2022,10007353,Cart Services Private Limited_ Indore_Sanwer,FMCG,West,RENTAL,Indore,Madhya Pradesh,MP02,Pallet Company India Indore,10007353,Cart Services Private Limited_ Indore_Sanwer,Allot,Pallet CompanyOUT,3500,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,150,Nos,1950,2021/7900,13-01-2022,14-01-2022,C,,Rent,Ecommerce,Allot,20ft Vehicle,N,,,0,,,Wooden Pallet
15-01-2022,15-01-2022,15-01-2022,10006718,Cart Services Pvt. Ltd._ Unnao,FMCG,North,RENTAL,Unnao,Uttar Pradesh,UP05,Pallet Company India Lucknow,10006718,Cart Services Pvt. Ltd._ Unnao,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,482,Nos,1950,2021/7892,13-01-2022,14-01-2022,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,3598,0,0,,Wooden Pallet
15-01-2022,15-01-2022,15-01-2022,10007353,Cart Services Private Limited_ Indore_Sanwer,FMCG,West,RENTAL,Indore,Madhya Pradesh,MP02,Pallet Company India Indore,10007353,Cart Services Private Limited_ Indore_Sanwer,Allot,Pallet CompanyOUT,3500,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,150,Nos,1950,2021/7900,13-01-2022,14-01-2022,C,,Rent,Ecommerce,Allot,20ft Vehicle,N,,,0,,,Wooden Pallet
15-01-2022,15-01-2022,15-01-2022,10002425,Cart Services Pvt. Ltd. _ Guwahati _Palasbhari,FMCG,East,RENTAL,Guwahati,Assam,WB04,Pallet Company India Kolkata,10002425,Cart Services Pvt. Ltd. - Guwahati (Palasbhari),Allot,Pallet CompanyOUT,1,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,488,Nos,1950,2021/6793,09-12-2021,11-12-2021,C,,Rent,Ecommerce,Allot,32ft MXL,N,,,0,0,,Wooden Pallet
15-01-2022,15-01-2022,15-01-2022,10002425,Cart Services Pvt. Ltd. _ Guwahati _Palasbhari,FMCG,East,RENTAL,Guwahati,Assam,WB04,Pallet Company India Kolkata,10002425,Cart Services Pvt. Ltd. - Guwahati (Palasbhari),Allot,Pallet CompanyOUT,10,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,485,Nos,1950,2021/6793,09-12-2021,11-12-2021,C,,Rent,Ecommerce,Allot,32ft SXL,N,,,0,0,,Wooden Pallet
18-01-2022,18-01-2022,18-01-2022,10002425,Cart Services Pvt. Ltd. _ Guwahati _Palasbhari,FMCG,East,RENTAL,Guwahati,Assam,WB04,Pallet Company India Kolkata,10002425,Cart Services Pvt. Ltd. - Guwahati (Palasbhari),Allot,Pallet CompanyOUT,10,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,491,Nos,1950,2021/6793,09-12-2021,11-12-2021,C,,Rent,Ecommerce,Allot,32ft MXL,N,,,0,0,,Wooden Pallet
18-01-2022,18-01-2022,18-01-2022,10007353,Cart Services Private Limited_ Indore_Sanwer,FMCG,West,RENTAL,Indore,Madhya Pradesh,MP02,Pallet Company India Indore,10007353,Cart Services Private Limited_ Indore_Sanwer,Allot,Pallet CompanyOUT,3500,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,120,Nos,1950,2021/7900,13-01-2022,14-01-2022,C,,Rent,Ecommerce,Allot,20ft Vehicle,N,,,0,,,Wooden Pallet
19-01-2022,19-01-2022,19-01-2022,10006724,Cart Services Private Limited_ Ludhiana_Mandiala,FMCG,North,RENTAL,Ludhiana,Punjab,HY06,Pallet Company India Ambala,10006724,Cart Services Private Limited_ Ludhiana_Mandiala,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,200,Nos,1950,2021/7893,13-01-2022,14-01-2022,C,,Rent,Ecommerce,Allot,22ft Vehicle,N,,,0,0,,Wooden Pallet
21-01-2022,21-01-2022,21-01-2022,10006724,Cart Services Private Limited_ Ludhiana_Mandiala,FMCG,North,RENTAL,Ludhiana,Punjab,HY06,Pallet Company India Ambala,10006724,Cart Services Private Limited_ Ludhiana_Mandiala,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,111,Nos,1950,2021/7893,13-01-2022,14-01-2022,C,,Rent,Ecommerce,Allot,22ft Vehicle,N,,,0,0,,Wooden Pallet
17-02-2022,17-02-2022,17-02-2022,10006054,Cart Services Pvt. Ltd. _ SATELLITEHUB_NCR1,FMCG,South,RENTAL,Hyderabad,Telangana,TL02,Pallet Company India Hyderabad,10006054,Cart Services Pvt. Ltd. _ SATELLITEHUB_NCR1,Damage Swap,Pallet CompanyOUT,0,Customer Transport,Wooden Pallet,A010000003,1,Nos,1500,2021/8857,17-02-2022,18-02-2022,C,,Rent,Ecommerce,Allot,Tata Ace,N,,,,,,Wooden Pallet
17-02-2022,17-02-2022,17-02-2022,10006980,Cart Services Private Limited_Mahadevpuram,FMCG,South,RENTAL,Gajularamaram,Telangana,TL02,Pallet Company India Hyderabad,10006980,Cart Services Private Limited_Mahadevpuram,Damage Swap,Pallet CompanyOUT,0,Customer Transport,Wooden Pallet,A010000003,8,Nos,1500,2021/8858,17-02-2022,18-02-2022,C,,Rent,Ecommerce,Allot,Tata Ace,N,,,,,,Wooden Pallet
17-02-2022,17-02-2022,17-02-2022,10001680,Cart Services Pvt. Ltd. _ Hyderabad _Alwal  Secunderabad,FMCG,South,RENTAL,Hyderabad,Telangana,TL02,Pallet Company India Hyderabad,10001680,"Cart Services Pvt. Ltd. - Hyderabad (Alwal, Secunderabad)",Damage Swap,Pallet CompanyOUT,0,Customer Transport,Wooden Pallet,A010000003,5,Nos,1500,2021/8862,17-02-2022,19-02-2022,C,,Rent,Ecommerce,Allot,Tata Ace,N,,,,,,Wooden Pallet
19-02-2022,19-02-2022,19-02-2022,10001216,Cart Services Pvt. Ltd. _ Bangalore _Dasanapura,FMCG,South,RENTAL,Bangalore,Karnataka,KA02,Pallet Company India Bangalore-Hobli,10001216,Cart Services Pvt. Ltd. - Bangalore (Dasanapura),Trial,Pallet CompanyOUT,0,Customer Transport,Wooden Pallet,A010000017,12,Nos,1250,2021/8839,16-02-2022,19-02-2022,C,,Trial,Ecommerce,Allot,22ft Vehicle,N,,,,,,Wooden Pallet
19-02-2022,19-02-2022,19-02-2022,10001216,Cart Services Pvt. Ltd. _ Bangalore _Dasanapura,FMCG,South,RENTAL,Bangalore,Karnataka,KA02,Pallet Company India Bangalore-Hobli,10001216,Cart Services Pvt. Ltd. - Bangalore (Dasanapura),Trial,Pallet CompanyOUT,0,Customer Transport,Wooden Pallet,A010000057,12,Nos,1200,2021/8839,16-02-2022,19-02-2022,C,,Trial,Ecommerce,Allot,22ft Vehicle,N,,,,,,Wooden Pallet
19-02-2022,19-02-2022,19-02-2022,10002390,Cart Services Pvt. Ltd. _ Hyderabad _Yelumala Village  Medak,FMCG,South,RENTAL,Hyderabad,Telangana,TL02,Pallet Company India Hyderabad,10002390,"Cart Services Pvt. Ltd. - Hyderabad (Yelumala Village, Medak)",Allot,Pallet CompanyOUT,1,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,300,Nos,1950,2021/8908,19-02-2022,21-02-2022,C,,Rent,Ecommerce,Allot,32ft SXL,N,,,,,,Wooden Pallet
21-02-2022,21-02-2022,21-02-2022,10002390,Cart Services Pvt. Ltd. _ Hyderabad _Yelumala Village  Medak,FMCG,South,RENTAL,Hyderabad,Telangana,TL02,Pallet Company India Hyderabad,10002390,"Cart Services Pvt. Ltd. - Hyderabad (Yelumala Village, Medak)",Allot,Pallet CompanyOUT,1,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,300,Nos,1950,2021/8908,19-02-2022,21-02-2022,C,,Rent,Ecommerce,Allot,32ft SXL,N,,,,,,Wooden Pallet
22-02-2022,22-02-2022,22-02-2022,10002390,Cart Services Pvt. Ltd. _ Hyderabad _Yelumala Village  Medak,FMCG,South,RENTAL,Hyderabad,Telangana,MH01,Pallet Company India HO,10002390,"Cart Services Pvt. Ltd. - Hyderabad (Yelumala Village, Medak)",Allot,Pallet CompanyOUT,1,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,300,Nos,1950,2021/8908,19-02-2022,21-02-2022,C,,Rent,Ecommerce,Allot,32ft SXL,Y,,4230,,,,Wooden Pallet
23-02-2022,23-02-2022,23-02-2022,10002390,Cart Services Pvt. Ltd. _ Hyderabad _Yelumala Village  Medak,FMCG,South,RENTAL,Hyderabad,Telangana,MH01,Pallet Company India HO,10002390,"Cart Services Pvt. Ltd. - Hyderabad (Yelumala Village, Medak)",Allot,Pallet CompanyOUT,1,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,300,Nos,1950,2021/8908,19-02-2022,21-02-2022,C,,Rent,Ecommerce,Allot,32ft SXL,Y,,4279,,,,Wooden Pallet
23-02-2022,23-02-2022,23-02-2022,10002390,Cart Services Pvt. Ltd. _ Hyderabad _Yelumala Village  Medak,FMCG,South,RENTAL,Hyderabad,Telangana,TL02,Pallet Company India Hyderabad,10002390,"Cart Services Pvt. Ltd. - Hyderabad (Yelumala Village, Medak)",Allot,Pallet CompanyOUT,1,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,300,Nos,1950,2021/8908,19-02-2022,21-02-2022,C,,Rent,Ecommerce,Allot,32ft SXL,N,,,,,,Wooden Pallet
24-02-2022,24-02-2022,24-02-2022,10002390,Cart Services Pvt. Ltd. _ Hyderabad _Yelumala Village  Medak,FMCG,South,RENTAL,Hyderabad,Telangana,TL02,Pallet Company India Hyderabad,10002390,"Cart Services Pvt. Ltd. - Hyderabad (Yelumala Village, Medak)",Allot,Pallet CompanyOUT,0,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,150,Nos,1950,2021/8908,19-02-2022,21-02-2022,C,,Rent,Ecommerce,Allot,19ft Vehicle,N,,,,,,Wooden Pallet
24-02-2022,24-02-2022,24-02-2022,10002390,Cart Services Pvt. Ltd. _ Hyderabad _Yelumala Village  Medak,FMCG,South,RENTAL,Hyderabad,Telangana,MH01,Pallet Company India HO,10002390,"Cart Services Pvt. Ltd. - Hyderabad (Yelumala Village, Medak)",Allot,Pallet CompanyOUT,1,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,300,Nos,1950,2021/8908,19-02-2022,21-02-2022,C,,Rent,Ecommerce,Allot,32ft SXL,Y,,4302,,,,Wooden Pallet
24-02-2022,24-02-2022,24-02-2022,10002390,Cart Services Pvt. Ltd. _ Hyderabad _Yelumala Village  Medak,FMCG,South,RENTAL,Hyderabad,Telangana,TL02,Pallet Company India Hyderabad,10002390,"Cart Services Pvt. Ltd. - Hyderabad (Yelumala Village, Medak)",Allot,Pallet CompanyOUT,0,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,150,Nos,1950,2021/8908,19-02-2022,21-02-2022,C,,Rent,Ecommerce,Allot,19ft Vehicle,N,,,,,,Wooden Pallet
24-02-2022,24-02-2022,24-02-2022,10002390,Cart Services Pvt. Ltd. _ Hyderabad _Yelumala Village  Medak,FMCG,South,RENTAL,Hyderabad,Telangana,TL02,Pallet Company India Hyderabad,10002390,"Cart Services Pvt. Ltd. - Hyderabad (Yelumala Village, Medak)",Allot,Pallet CompanyOUT,1,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,300,Nos,1950,2021/8908,19-02-2022,21-02-2022,C,,Rent,Ecommerce,Allot,32ft SXL,N,,,,,,Wooden Pallet
26-02-2022,26-02-2022,26-02-2022,10002390,Cart Services Pvt. Ltd. _ Hyderabad _Yelumala Village  Medak,FMCG,South,RENTAL,Hyderabad,Telangana,TL02,Pallet Company India Hyderabad,10002390,"Cart Services Pvt. Ltd. - Hyderabad (Yelumala Village, Medak)",Allot,Pallet CompanyOUT,0,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,100,Nos,1950,2021/8908,19-02-2022,21-02-2022,C,,Rent,Ecommerce,Allot,19ft Vehicle,N,,,,,,Wooden Pallet
10-03-2022,10-03-2022,10-03-2022,10006537,Cart Services Private Limited_Ahmedabad_Bavla,FMCG,West,RENTAL,Ahmedabad,Gujarat,HY01,Pallet Company India Pataudi,10006537,Cart Services Private Limited_Ahmedabad_Bavla,Allot,Pallet CompanyOUT,1,Pallet Company Transport borne by customer,Wooden Pallet,A010000104,250,Nos,2850,2021/9367,04-03-2022,05-03-2022,C,,Rent,Ecommerce,Allot,32ft SXL,N,,,0,,,Wooden Pallet
10-03-2022,10-03-2022,10-03-2022,10006537,Cart Services Private Limited_Ahmedabad_Bavla,FMCG,West,RENTAL,Ahmedabad,Gujarat,HY01,Pallet Company India Pataudi,10006537,Cart Services Private Limited_Ahmedabad_Bavla,Allot,Pallet CompanyOUT,1,Pallet Company Transport borne by customer,Wooden Pallet,A010000104,250,Nos,2850,2021/9367,04-03-2022,05-03-2022,C,,Rent,Ecommerce,Allot,32ft SXL,N,,,0,,,Wooden Pallet
15-03-2022,15-03-2022,15-03-2022,10007480,Cart Services Private Limited_Surat_Chowkdi,FMCG,West,RENTAL,Surat,Gujarat,GJ02,Pallet Company India Kanera,10007480,Cart Services Private Limited_Surat_Chowkdi,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,100,Nos,1950,2021/9541,09-03-2022,10-03-2022,C,,Rent,Ecommerce,Allot,19ft Vehicle,N,,,0,,,Wooden Pallet
15-03-2022,15-03-2022,15-03-2022,10006792,Cart Services Private Limited_Navsari,FMCG,West,RENTAL,surat,Gujarat,GJ02,Pallet Company India Kanera,10006792,Cart Services Private Limited_Navsari,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,150,Nos,1950,2021/9530,09-03-2022,10-03-2022,C,,Rent,Ecommerce,Allot,32ft SXL,N,,,,,,Wooden Pallet
15-03-2022,15-03-2022,15-03-2022,10001478,Cart Services Pvt. Ltd. _ Thiruvallur _Chennai _ Alamathi,FMCG,South,RENTAL,Chennai,Tamil Nadu,MH01,Pallet Company India HO,10001478,Cart Services Pvt. Ltd. _ Thiruvallur _Chennai _ Alamathi,Allot,Pallet CompanyOUT,1,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,432,Nos,1950,2021/9611,11-03-2022,12-03-2022,C,,Rent,Ecommerce,Allot,32ft MXL,Y,,4712,,,,Wooden Pallet
16-03-2022,16-03-2022,16-03-2022,10002430,Cart Services Pvt. Ltd. _ Kolkata _Bagnan,FMCG,East,RENTAL,Kolkata,West Bengal,WB04,Pallet Company India Kolkata,10002430,Cart Services Pvt. Ltd. - Kolkata (Bagnan),Allot,Pallet CompanyOUT,10,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,300,Nos,1950,2021/9710,15-03-2022,16-03-2022,C,,Rent,Ecommerce,Allot,32ft SXL,N,,,0,0,,Wooden Pallet
16-03-2022,16-03-2022,16-03-2022,10002430,Cart Services Pvt. Ltd. _ Kolkata _Bagnan,FMCG,East,RENTAL,Kolkata,West Bengal,WB04,Pallet Company India Kolkata,10002430,Cart Services Pvt. Ltd. - Kolkata (Bagnan),Allot,Pallet CompanyOUT,20,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,300,Nos,1950,2021/9710,15-03-2022,16-03-2022,C,,Rent,Ecommerce,Allot,32ft SXL,N,,,0,0,,Wooden Pallet
16-03-2022,16-03-2022,16-03-2022,10001216,Cart Services Pvt. Ltd. _ Bangalore _Dasanapura,FMCG,South,RENTAL,Bangalore,Karnataka,KA02,Pallet Company India Bangalore-Hobli,10001216,Cart Services Pvt. Ltd. - Bangalore (Dasanapura),Allot,Pallet CompanyOUT,1,Pallet Company Transport borne by customer,Wooden Pallet,A010000017,100,Nos,1250,2021/9550,09-03-2022,10-03-2022,C,,Rent,Ecommerce,Allot,19ft Vehicle,N,,,,,,Wooden Pallet
17-03-2022,17-03-2022,17-03-2022,10002430,Cart Services Pvt. Ltd. _ Kolkata _Bagnan,FMCG,East,RENTAL,Kolkata,West Bengal,WB04,Pallet Company India Kolkata,10002430,Cart Services Pvt. Ltd. - Kolkata (Bagnan),Allot,Pallet CompanyOUT,10,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,300,Nos,1950,2021/9710,15-03-2022,16-03-2022,C,,Rent,Ecommerce,Allot,32ft SXL,N,,,0,0,,Wooden Pallet
19-03-2022,19-03-2022,19-03-2022,10002430,Cart Services Pvt. Ltd. _ Kolkata _Bagnan,FMCG,East,RENTAL,Kolkata,West Bengal,WB04,Pallet Company India Kolkata,10002430,Cart Services Pvt. Ltd. - Kolkata (Bagnan),Allot,Pallet CompanyOUT,10,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,300,Nos,1950,2021/9710,15-03-2022,16-03-2022,C,,Rent,Ecommerce,Allot,32ft SXL,N,,,0,0,,Wooden Pallet
19-03-2022,19-03-2022,19-03-2022,10002430,Cart Services Pvt. Ltd. _ Kolkata _Bagnan,FMCG,East,RENTAL,Kolkata,West Bengal,WB04,Pallet Company India Kolkata,10002430,Cart Services Pvt. Ltd. - Kolkata (Bagnan),Allot,Pallet CompanyOUT,10,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,300,Nos,1950,2021/9710,15-03-2022,16-03-2022,C,,Rent,Ecommerce,Allot,32ft SXL,N,,,0,0,,Wooden Pallet
20-03-2022,20-03-2022,20-03-2022,10006537,Cart Services Private Limited_Ahmedabad_Bavla,FMCG,West,RENTAL,Ahmedabad,Gujarat,MH01,Pallet Company India HO,10006537,Cart Services Private Limited_Ahmedabad_Bavla,Allot,Pallet CompanyOUT,0,Pallet Company Transport borne by customer,Wooden Pallet,A010000104,250,Nos,2850,2021/9367,04-03-2022,05-03-2022,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,4807,0,,,Wooden Pallet
22-03-2022,22-03-2022,22-03-2022,10002430,Cart Services Pvt. Ltd. _ Kolkata _Bagnan,FMCG,East,RENTAL,Kolkata,West Bengal,WB04,Pallet Company India Kolkata,10002430,Cart Services Pvt. Ltd. - Kolkata (Bagnan),Allot,Pallet CompanyOUT,10,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,300,Nos,1950,2021/9710,15-03-2022,16-03-2022,C,,Rent,Ecommerce,Allot,32ft SXL,N,,,0,0,,Wooden Pallet
22-03-2022,22-03-2022,22-03-2022,10006537,Cart Services Private Limited_Ahmedabad_Bavla,FMCG,West,RENTAL,Ahmedabad,Gujarat,MH01,Pallet Company India HO,10006537,Cart Services Private Limited_Ahmedabad_Bavla,Allot,Pallet CompanyOUT,0,Pallet Company Transport borne by customer,Wooden Pallet,A010000104,250,Nos,2850,2021/9367,04-03-2022,05-03-2022,C,,Rent,Ecommerce,Allot,32ft SXL,Y,,4847,0,,,Wooden Pallet
24-03-2022,24-03-2022,24-03-2022,10006537,Cart Services Private Limited_Ahmedabad_Bavla,FMCG,West,RENTAL,Ahmedabad,Gujarat,MH01,Pallet Company India HO,10006537,Cart Services Private Limited_Ahmedabad_Bavla,Allot,Pallet CompanyOUT,0,Pallet Company Transport borne by customer,Wooden Pallet,A010000104,250,Nos,2850,2021/9367,04-03-2022,05-03-2022,C,,Rent,Ecommerce,Allot,32ft SXL,Y,,4884,0,,,Wooden Pallet
25-03-2022,25-03-2022,25-03-2022,10006453,Cart Services Private Limited_Bhiwandi_Saidham_G Whse_Unit 2,FMCG,West,RENTAL,Bhiwandi,Maharashtra,MH03,Pallet Company India Bhiwandi,10006453,Cart Services Private Limited_Bhiwandi_Saidham_G Whse_Unit 2,Allot,Pallet CompanyOUT,1,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,350,Nos,1950,2021/9941,24-03-2022,25-03-2022,C,,Rent,Ecommerce,Allot,32ft SXL,N,,,,,,Wooden Pallet
26-03-2022,26-03-2022,26-03-2022,10006453,Cart Services Private Limited_Bhiwandi_Saidham_G Whse_Unit 2,FMCG,West,RENTAL,Bhiwandi,Maharashtra,MH03,Pallet Company India Bhiwandi,10006453,Cart Services Private Limited_Bhiwandi_Saidham_G Whse_Unit 2,Allot,Pallet CompanyOUT,1,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,350,Nos,1950,2021/9941,24-03-2022,25-03-2022,C,,Rent,Ecommerce,Allot,32ft SXL,N,,,,,,Wooden Pallet
26-03-2022,26-03-2022,26-03-2022,10006537,Cart Services Private Limited_Ahmedabad_Bavla,FMCG,West,RENTAL,Ahmedabad,Gujarat,MH01,Pallet Company India HO,10006537,Cart Services Private Limited_Ahmedabad_Bavla,Allot,Pallet CompanyOUT,0,Pallet Company Transport borne by customer,Wooden Pallet,A010000104,250,Nos,2850,2021/9367,04-03-2022,05-03-2022,C,,Rent,Ecommerce,Allot,32ft SXL,Y,,4920,0,,,Wooden Pallet
28-03-2022,28-03-2022,28-03-2022,10006453,Cart Services Private Limited_Bhiwandi_Saidham_G Whse_Unit 2,FMCG,West,RENTAL,Bhiwandi,Maharashtra,MH03,Pallet Company India Bhiwandi,10006453,Cart Services Private Limited_Bhiwandi_Saidham_G Whse_Unit 2,Allot,Pallet CompanyOUT,1,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,180,Nos,1950,2021/9941,24-03-2022,25-03-2022,C,,Rent,Ecommerce,Allot,20ft Vehicle,N,,,,,,Wooden Pallet
29-03-2022,29-03-2022,29-03-2022,10006453,Cart Services Private Limited_Bhiwandi_Saidham_G Whse_Unit 2,FMCG,West,RENTAL,Bhiwandi,Maharashtra,MH03,Pallet Company India Bhiwandi,10006453,Cart Services Private Limited_Bhiwandi_Saidham_G Whse_Unit 2,Allot,Pallet CompanyOUT,1,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,120,Nos,1950,2021/9941,24-03-2022,25-03-2022,C,,Rent,Ecommerce,Allot,20ft Vehicle,N,,,,,,Wooden Pallet
29-03-2022,29-03-2022,29-03-2022,10001478,Cart Services Pvt. Ltd. _ Thiruvallur _Chennai _ Alamathi,FMCG,South,RENTAL,Chennai,Tamil Nadu,TN02,Pallet Company India Chennai,10001478,Cart Services Pvt. Ltd. _ Thiruvallur _Chennai _ Alamathi,Allot,Pallet CompanyOUT,0,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,128,Nos,1950,2021/9611,11-03-2022,12-03-2022,C,,Rent,Ecommerce,Allot,19ft Vehicle,N,,,0,0,,Wooden Pallet
29-03-2022,29-03-2022,29-03-2022,10006814,Cart Services Pvt. Ltd. _ Bhiwandi_CF,FMCG,West,RENTAL,Thane,Maharashtra,MH03,Pallet Company India Bhiwandi,10006814,Cart Services Pvt. Ltd. _ Bhiwandi_CF,Trial,Pallet CompanyOUT,1,Pallet Company Transport borne by Pallet Company,Wooden Pallet,A010000017,1,Nos,1250,2021/10085,29-03-2022,30-03-2022,C,,Trial,Ecommerce,Allot,Pick Up,N,,,,,,Wooden Pallet
29-03-2022,14-03-2022,29-03-2022,10001478,Cart Services Pvt. Ltd. _ Thiruvallur _Chennai _ Alamathi,FMCG,South,RENTAL,Chennai,Tamil Nadu,MH01,Pallet Company India HO,10001478,Cart Services Pvt. Ltd. _ Thiruvallur _Chennai _ Alamathi,Allot,Pallet CompanyOUT,1,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,440,Nos,1950,2021/9611,11-03-2022,12-03-2022,C,,Rent,Ecommerce,Allot,32ft MXL,Y,,4980,,,,Wooden Pallet
